date,departure_time,weekday,month,origin,destination,travel_time_mins,delay_mins,congestion_level,is_raining,recommended_departure
2020-09-19,22:45,5,9,Vasai,Virar,22,7,Medium,No,22:45
2022-03-17,09:15,3,3,Malad,Lower Parel,56,45,High,No,08:15
2020-09-09,11:30,2,9,Bandra,Worli,47,8,Medium,No,11:30
2021-07-14,16:15,2,7,Thane,Kurla,38,20,Low,No,16:15
2020-02-13,19:15,3,2,Andheri,BKC,94,43,Very High,No,18:15
2020-04-09,06:30,3,4,Powai,Andheri,29,20,Low,No,06:30
2020-05-11,18:15,0,5,Malad,Lower Parel,51,46,Very High,No,17:15
2020-12-19,17:45,5,12,Dadar,Nariman Point,68,31,Low,Yes,17:45
2020-09-12,19:00,5,9,Thane,Kurla,94,37,Low,Yes,19:00
2020-08-09,05:30,6,8,Borivali,Churchgate,36,9,Medium,No,05:30
2022-01-22,00:30,5,1,Navi Mumbai,CST,22,1,Low,Yes,00:30
2022-03-05,15:00,5,3,Powai,Andheri,28,8,Medium,No,15:00
2020-10-16,18:00,4,10,Vasai,Virar,70,28,High,No,17:00
2021-01-21,09:00,3,1,Malad,Lower Parel,54,44,Very High,No,08:00
2022-09-15,21:30,3,9,Powai,Andheri,40,24,Medium,Yes,21:30
2021-04-05,15:30,0,4,Thane,Kurla,35,18,Medium,No,15:30
2020-08-29,18:30,5,8,Powai,Andheri,85,24,Low,Yes,18:30
2021-07-04,00:30,6,7,Navi Mumbai,CST,14,1,Low,No,00:30
2020-08-25,04:15,1,8,Borivali,Churchgate,22,0,Low,Yes,04:15
2020-03-03,03:45,1,3,Malad,Lower Parel,29,0,Low,No,03:45
2022-06-24,02:30,4,6,Powai,Andheri,19,3,Low,No,02:30
2020-03-28,00:00,5,3,Bandra,Worli,21,0,Low,No,00:00
2020-10-05,06:45,0,10,Vasai,Virar,31,12,Medium,No,06:45
2020-01-30,01:30,3,1,Kandivali,Goregaon,20,5,Low,No,01:30
2021-03-31,19:45,2,3,Kandivali,Goregaon,76,33,Very High,No,18:45
2021-08-25,09:15,2,8,Vasai,Virar,64,31,High,No,08:15
2021-12-06,15:00,0,12,Thane,Kurla,31,19,Low,No,15:00
2022-02-10,04:15,3,2,Thane,Kurla,20,0,Low,No,04:15
2021-02-26,21:15,4,2,Dadar,Nariman Point,23,16,Low,No,21:15
2020-04-20,21:45,0,4,Dadar,Nariman Point,36,10,Medium,No,21:45
2022-01-18,00:45,1,1,Thane,Kurla,30,4,Low,No,00:45
2022-03-20,03:30,6,3,Kandivali,Goregaon,16,3,Low,No,03:30
2022-05-26,09:15,3,5,Kandivali,Goregaon,62,40,High,No,08:15
2022-01-09,04:15,6,1,Kandivali,Goregaon,20,0,Low,No,04:15
2020-09-18,05:15,4,9,Andheri,BKC,65,24,Medium,Yes,05:15
2020-06-23,03:15,1,6,Andheri,BKC,18,2,Low,No,03:15
2021-05-03,05:15,0,5,Navi Mumbai,CST,44,9,Low,No,05:15
2020-06-04,22:30,3,6,Dadar,Nariman Point,26,7,Medium,Yes,22:30
2020-03-06,14:00,4,3,Powai,Andheri,43,5,Medium,No,14:00
2020-11-17,19:00,1,11,Kandivali,Goregaon,87,29,Very High,No,18:00
2022-04-11,20:00,0,4,Malad,Lower Parel,82,34,Very High,No,19:00
2022-05-05,15:30,3,5,Kandivali,Goregaon,24,17,Low,No,15:30
2022-05-01,14:30,6,5,Borivali,Churchgate,36,6,Medium,Yes,14:30
2022-09-02,19:15,4,9,Powai,Andheri,74,73,High,Yes,18:15
2020-04-19,20:45,6,4,Kandivali,Goregaon,72,15,Low,No,20:45
2022-06-19,17:00,6,6,Bandra,Worli,66,27,High,Yes,16:00
2020-05-14,04:45,3,5,Malad,Lower Parel,21,3,Low,No,04:45
2022-01-18,11:00,1,1,Dadar,Nariman Point,30,18,Low,No,11:00
2022-07-02,05:45,5,7,Vasai,Virar,26,4,Low,Yes,05:45
2022-04-16,01:30,5,4,Andheri,BKC,15,0,Low,No,01:30
2022-09-02,15:45,4,9,Malad,Lower Parel,45,13,Low,Yes,15:45
2021-06-22,03:00,1,6,Andheri,BKC,24,6,Low,Yes,03:00
2020-08-19,23:45,2,8,Borivali,Churchgate,38,11,Medium,No,23:45
2022-03-02,04:15,2,3,Powai,Andheri,16,4,Low,No,04:15
2021-06-13,00:00,6,6,Borivali,Churchgate,18,0,Low,No,00:00
2022-02-01,22:45,1,2,Thane,Kurla,29,15,Medium,No,22:45
2020-02-13,12:45,3,2,Powai,Andheri,49,6,Medium,No,12:45
2021-09-15,22:30,2,9,Borivali,Churchgate,53,25,Low,Yes,22:30
2021-10-29,21:15,4,10,Bandra,Worli,23,9,Medium,No,21:15
2020-09-27,22:00,6,9,Dadar,Nariman Point,41,6,Medium,Yes,22:00
2022-04-25,13:00,0,4,Vasai,Virar,24,20,Medium,No,13:00
2022-09-21,11:30,2,9,Thane,Kurla,40,16,Low,No,11:30
2021-06-25,23:45,4,6,Vasai,Virar,50,11,Medium,No,23:45
2022-06-12,02:00,6,6,Andheri,BKC,14,0,Low,No,02:00
2022-01-31,23:00,0,1,Dadar,Nariman Point,49,21,Low,Yes,23:00
2020-10-13,15:30,1,10,Dadar,Nariman Point,39,20,Medium,No,15:30
2021-05-01,18:30,5,5,Borivali,Churchgate,80,24,Low,No,18:30
2022-06-30,01:30,3,6,Thane,Kurla,39,4,Low,Yes,01:30
2022-03-27,03:30,6,3,Thane,Kurla,21,3,Low,No,03:30
2020-05-17,01:30,6,5,Andheri,BKC,24,1,Low,No,01:30
2022-03-05,23:45,5,3,Malad,Lower Parel,16,8,Low,No,23:45
2020-02-08,15:45,5,2,Andheri,BKC,16,10,Medium,No,15:45
2020-02-07,23:00,4,2,Powai,Andheri,23,16,Low,No,23:00
2022-01-15,22:30,5,1,Andheri,BKC,29,3,Medium,No,22:30
2020-01-13,17:00,0,1,Borivali,Churchgate,63,47,Very High,No,16:00
2020-07-03,19:30,4,7,Borivali,Churchgate,70,26,Very High,No,18:30
2020-03-25,10:30,2,3,Thane,Kurla,74,42,High,No,09:30
2022-05-24,14:30,1,5,Vasai,Virar,29,9,Medium,No,14:30
2020-12-18,23:45,4,12,Borivali,Churchgate,38,18,Medium,No,23:45
2020-03-20,07:00,4,3,Navi Mumbai,CST,37,11,Low,No,07:00
2020-07-06,08:15,0,7,Powai,Andheri,110,51,High,Yes,07:15
2022-08-21,18:30,6,8,Andheri,BKC,71,25,Low,No,18:30
2022-02-26,17:45,5,2,Andheri,BKC,69,18,Low,No,17:45
2022-02-28,12:45,0,2,Andheri,BKC,21,15,Medium,No,12:45
2022-08-16,08:45,1,8,Powai,Andheri,51,42,Very High,No,07:45
2020-03-20,09:30,4,3,Vasai,Virar,83,27,High,No,08:30
2021-12-25,22:00,5,12,Malad,Lower Parel,20,10,Low,No,22:00
2022-02-21,08:00,0,2,Malad,Lower Parel,45,37,High,No,07:00
2021-04-18,04:30,6,4,Navi Mumbai,CST,19,3,Low,No,04:30
2020-09-06,10:30,6,9,Malad,Lower Parel,63,12,Low,No,10:30
2021-05-16,09:45,6,5,Powai,Andheri,69,22,High,No,08:45
2022-06-27,12:30,0,6,Dadar,Nariman Point,49,16,Medium,No,12:30
2020-03-11,01:00,2,3,Bandra,Worli,25,5,Low,No,01:00
2022-02-19,18:45,5,2,Vasai,Virar,56,18,High,No,17:45
2020-02-19,21:30,2,2,Powai,Andheri,39,15,Medium,No,21:30
2020-06-29,19:45,0,6,Andheri,BKC,66,42,High,Yes,18:45
2020-07-25,03:00,5,7,Navi Mumbai,CST,23,2,Low,No,03:00
2021-05-30,23:00,6,5,Powai,Andheri,24,11,Medium,No,23:00
2021-03-31,00:30,2,3,Vasai,Virar,28,4,Low,No,00:30
2020-02-24,10:15,0,2,Dadar,Nariman Point,83,37,Very High,No,09:15
2022-06-11,21:45,5,6,Andheri,BKC,22,9,Low,Yes,21:45
2021-08-13,04:45,4,8,Vasai,Virar,20,2,Low,No,04:45
2020-09-09,05:00,2,9,Andheri,BKC,38,10,Medium,No,05:00
2020-12-13,12:00,6,12,Borivali,Churchgate,25,9,Medium,No,12:00
2021-12-24,15:00,4,12,Navi Mumbai,CST,31,8,Low,No,15:00
2021-07-06,02:30,1,7,Andheri,BKC,22,7,Low,Yes,02:30
2020-04-04,12:45,5,4,Borivali,Churchgate,39,4,Medium,No,12:45
2020-12-09,05:45,2,12,Kandivali,Goregaon,27,19,Medium,No,05:45
2020-01-27,04:30,0,1,Thane,Kurla,28,1,Low,No,04:30
2020-07-21,21:15,1,7,Navi Mumbai,CST,28,18,Medium,No,21:15
2021-01-24,15:15,6,1,Navi Mumbai,CST,32,3,Low,No,15:15
2021-11-30,06:30,1,11,Malad,Lower Parel,45,13,Medium,No,06:30
2020-08-15,12:45,5,8,Bandra,Worli,45,13,Medium,Yes,12:45
2022-05-03,10:30,1,5,Andheri,BKC,61,22,High,No,09:30
2020-01-17,17:45,4,1,Vasai,Virar,96,36,Very High,No,16:45
2022-08-11,00:30,3,8,Powai,Andheri,26,3,Low,No,00:30
2020-05-14,11:00,3,5,Malad,Lower Parel,23,10,Medium,No,11:00
2021-08-03,06:45,1,8,Borivali,Churchgate,44,7,Medium,No,06:45
2021-03-07,16:45,6,3,Andheri,BKC,40,9,Medium,No,16:45
2020-08-08,03:15,5,8,Vasai,Virar,19,1,Low,No,03:15
2020-02-21,20:30,4,2,Vasai,Virar,62,31,High,No,19:30
2021-08-19,05:30,3,8,Dadar,Nariman Point,27,9,Medium,Yes,05:30
2022-08-16,04:30,1,8,Navi Mumbai,CST,24,0,Low,No,04:30
2022-07-09,22:15,5,7,Malad,Lower Parel,28,5,Low,No,22:15
2022-02-26,02:45,5,2,Vasai,Virar,23,1,Low,No,02:45
2020-05-18,09:15,0,5,Malad,Lower Parel,51,31,Very High,No,08:15
2021-01-28,08:45,3,1,Bandra,Worli,80,22,High,No,07:45
2021-12-27,02:15,0,12,Powai,Andheri,17,5,Low,No,02:15
2020-07-23,23:30,3,7,Malad,Lower Parel,49,12,Medium,Yes,23:30
2022-05-01,02:15,6,5,Kandivali,Goregaon,21,1,Low,No,02:15
2021-05-23,18:45,6,5,Powai,Andheri,52,17,High,No,17:45
2020-05-10,02:30,6,5,Navi Mumbai,CST,21,3,Low,No,02:30
2022-07-15,09:45,4,7,Dadar,Nariman Point,94,31,High,Yes,08:45
2022-04-15,13:00,4,4,Bandra,Worli,49,19,Medium,No,13:00
2021-11-17,20:30,2,11,Kandivali,Goregaon,74,29,Very High,No,19:30
2022-07-11,05:30,0,7,Malad,Lower Parel,24,20,Low,No,05:30
2021-02-28,09:45,6,2,Thane,Kurla,60,20,High,No,08:45
2020-05-19,13:30,1,5,Borivali,Churchgate,48,20,Low,No,13:30
2022-06-01,11:00,2,6,Bandra,Worli,37,15,Medium,Yes,11:00
2020-04-22,01:45,2,4,Andheri,BKC,16,5,Low,No,01:45
2021-10-15,15:45,4,10,Malad,Lower Parel,23,13,Low,No,15:45
2020-09-14,11:15,0,9,Kandivali,Goregaon,65,24,Medium,Yes,11:15
2020-06-05,01:30,4,6,Andheri,BKC,24,4,Low,No,01:30
2022-01-27,04:45,3,1,Powai,Andheri,24,3,Low,No,04:45
2020-04-20,17:45,0,4,Kandivali,Goregaon,73,44,Very High,No,16:45
2021-02-21,05:45,6,2,Malad,Lower Parel,32,11,Medium,No,05:45
2021-07-13,12:15,1,7,Dadar,Nariman Point,48,30,Medium,Yes,12:15
2022-07-06,01:00,2,7,Andheri,BKC,20,0,Low,No,01:00
2021-10-05,07:30,1,10,Borivali,Churchgate,45,12,Medium,No,07:30
2021-03-06,22:30,5,3,Kandivali,Goregaon,36,7,Medium,No,22:30
2020-11-19,09:30,3,11,Malad,Lower Parel,84,45,Very High,Yes,08:30
2022-08-21,18:30,6,8,Dadar,Nariman Point,80,45,Low,Yes,18:30
2022-05-02,01:00,0,5,Malad,Lower Parel,15,0,Low,No,01:00
2020-03-28,18:45,5,3,Borivali,Churchgate,52,29,High,No,17:45
2022-01-17,00:15,0,1,Kandivali,Goregaon,28,3,Low,No,00:15
2020-10-14,01:30,2,10,Navi Mumbai,CST,19,3,Low,No,01:30
2022-09-19,14:00,0,9,Powai,Andheri,41,20,Medium,No,14:00
2020-10-26,14:15,0,10,Andheri,BKC,37,5,Medium,No,14:15
2022-05-29,15:15,6,5,Dadar,Nariman Point,33,9,Medium,No,15:15
2022-06-17,04:30,4,6,Vasai,Virar,24,4,Low,No,04:30
2020-10-19,02:30,0,10,Powai,Andheri,18,0,Low,No,02:30
2021-11-04,15:00,3,11,Thane,Kurla,20,14,Low,No,15:00
2020-06-30,08:15,1,6,Bandra,Worli,45,35,Very High,No,07:15
2022-06-14,06:45,1,6,Bandra,Worli,37,6,Medium,No,06:45
2021-12-26,10:30,6,12,Malad,Lower Parel,69,14,High,No,09:30
2021-07-14,12:30,2,7,Powai,Andheri,35,7,Low,Yes,12:30
2020-11-01,00:30,6,11,Andheri,BKC,12,2,Low,No,00:30
2021-10-16,05:30,5,10,Thane,Kurla,32,5,Low,No,05:30
2022-02-19,03:15,5,2,Powai,Andheri,20,2,Low,No,03:15
2021-09-15,01:45,2,9,Borivali,Churchgate,27,4,Low,Yes,01:45
2020-05-10,10:15,6,5,Kandivali,Goregaon,51,13,High,No,09:15
2020-10-13,15:30,1,10,Thane,Kurla,50,11,Medium,No,15:30
2022-04-26,17:15,1,4,Borivali,Churchgate,95,49,Very High,No,16:15
2020-02-14,04:45,4,2,Thane,Kurla,15,2,Low,No,04:45
2020-01-18,11:15,5,1,Malad,Lower Parel,32,10,Low,No,11:15
2021-04-20,13:15,1,4,Andheri,BKC,38,18,Medium,No,13:15
2021-10-19,04:00,1,10,Andheri,BKC,23,3,Low,No,04:00
2020-12-12,02:30,5,12,Borivali,Churchgate,17,0,Low,No,02:30
2022-05-14,18:00,5,5,Powai,Andheri,72,22,High,Yes,17:00
2021-09-11,10:15,5,9,Dadar,Nariman Point,36,19,Low,No,10:15
2020-02-10,15:00,0,2,Kandivali,Goregaon,30,14,Medium,No,15:00
2020-07-06,09:15,0,7,Malad,Lower Parel,46,35,High,No,08:15
2020-01-25,02:00,5,1,Kandivali,Goregaon,14,3,Low,No,02:00
2020-06-01,14:00,0,6,Navi Mumbai,CST,65,19,Medium,Yes,14:00
2021-09-22,18:45,2,9,Kandivali,Goregaon,90,36,High,No,17:45
2020-05-06,04:30,2,5,Thane,Kurla,21,4,Low,No,04:30
2020-12-07,19:45,0,12,Navi Mumbai,CST,92,28,Very High,No,18:45
2022-07-02,09:30,5,7,Bandra,Worli,41,27,High,No,08:30
2022-08-29,11:00,0,8,Thane,Kurla,32,16,Medium,No,11:00
2020-11-16,11:30,0,11,Navi Mumbai,CST,32,6,Low,No,11:30
2020-03-17,02:15,1,3,Andheri,BKC,20,4,Low,No,02:15
2021-05-12,18:00,2,5,Bandra,Worli,85,40,High,No,17:00
2020-03-06,08:00,4,3,Navi Mumbai,CST,90,44,High,No,07:00
2021-12-26,16:00,6,12,Thane,Kurla,21,9,Medium,No,16:00
2020-07-08,19:00,2,7,Malad,Lower Parel,79,57,Very High,Yes,18:00
2021-02-02,03:00,1,2,Bandra,Worli,16,5,Low,No,03:00
2021-11-07,08:30,6,11,Kandivali,Goregaon,44,16,High,No,07:30
2021-07-30,16:15,4,7,Navi Mumbai,CST,33,6,Low,No,16:15
2020-05-25,13:45,0,5,Thane,Kurla,50,5,Medium,No,13:45
2021-07-27,22:15,1,7,Vasai,Virar,38,18,Low,No,22:15
2022-07-25,21:15,0,7,Navi Mumbai,CST,31,20,Medium,No,21:15
2020-10-28,00:00,2,10,Navi Mumbai,CST,23,6,Low,Yes,00:00
2021-11-15,06:00,0,11,Borivali,Churchgate,36,11,Low,No,06:00
2020-10-25,10:00,6,10,Andheri,BKC,48,13,High,No,09:00
2020-11-25,20:45,2,11,Borivali,Churchgate,83,34,Very High,No,19:45
2020-03-24,00:30,1,3,Borivali,Churchgate,28,1,Low,Yes,00:30
2021-01-21,22:00,3,1,Powai,Andheri,43,8,Low,No,22:00
2020-05-06,10:45,2,5,Navi Mumbai,CST,87,45,High,No,09:45
2022-02-03,07:00,3,2,Dadar,Nariman Point,28,17,Low,No,07:00
2022-09-25,07:30,6,9,Thane,Kurla,23,9,Medium,No,07:30
2020-05-17,17:30,6,5,Thane,Kurla,42,19,Low,No,17:30
2022-09-12,16:00,0,9,Dadar,Nariman Point,63,19,Medium,Yes,16:00
2021-12-12,05:15,6,12,Dadar,Nariman Point,45,4,Medium,Yes,05:15
2022-01-14,20:30,4,1,Vasai,Virar,99,47,Very High,No,19:30
2021-05-26,02:30,2,5,Navi Mumbai,CST,25,5,Low,No,02:30
2021-06-21,18:15,0,6,Borivali,Churchgate,118,73,Very High,Yes,17:15
2020-10-09,03:15,4,10,Dadar,Nariman Point,19,3,Low,No,03:15
2022-02-02,23:00,2,2,Thane,Kurla,32,9,Medium,No,23:00
2020-05-05,03:15,1,5,Powai,Andheri,20,5,Low,No,03:15
2020-03-05,04:45,3,3,Powai,Andheri,25,0,Low,No,04:45
2020-03-17,22:45,1,3,Bandra,Worli,22,8,Medium,No,22:45
2021-04-05,23:45,0,4,Bandra,Worli,20,8,Medium,No,23:45
2021-08-08,09:45,6,8,Powai,Andheri,36,25,Low,No,09:45
2022-06-23,11:00,3,6,Borivali,Churchgate,44,30,Low,Yes,11:00
2020-06-17,23:15,2,6,Powai,Andheri,27,15,Medium,No,23:15
2021-06-27,06:45,6,6,Navi Mumbai,CST,26,9,Medium,Yes,06:45
2022-07-01,06:30,4,7,Kandivali,Goregaon,23,5,Medium,No,06:30
2020-12-14,07:30,0,12,Malad,Lower Parel,46,16,Medium,No,07:30
2022-02-22,23:45,1,2,Powai,Andheri,30,8,Low,No,23:45
2020-12-06,09:15,6,12,Kandivali,Goregaon,36,12,High,No,08:15
2021-05-02,21:30,6,5,Kandivali,Goregaon,34,7,Medium,No,21:30
2021-03-25,14:45,3,3,Bandra,Worli,26,9,Low,No,14:45
2021-03-30,01:00,1,3,Vasai,Virar,21,1,Low,No,01:00
2020-06-18,21:45,3,6,Powai,Andheri,32,14,Medium,No,21:45
2020-06-15,19:30,0,6,Kandivali,Goregaon,67,46,Very High,No,18:30
2021-02-08,13:00,0,2,Thane,Kurla,25,17,Medium,No,13:00
2021-02-24,00:00,2,2,Dadar,Nariman Point,19,4,Low,No,00:00
2020-07-30,15:15,3,7,Andheri,BKC,44,5,Low,No,15:15
2020-05-24,14:45,6,5,Thane,Kurla,16,9,Low,No,14:45
2022-07-24,09:00,6,7,Dadar,Nariman Point,78,21,Low,Yes,09:00
2021-06-09,20:00,2,6,Vasai,Virar,92,49,High,No,19:00
2020-12-20,20:45,6,12,Andheri,BKC,72,27,Low,No,20:45
2020-02-04,09:30,1,2,Malad,Lower Parel,55,28,High,No,08:30
2020-03-31,05:30,1,3,Andheri,BKC,46,10,Medium,No,05:30
2022-09-05,16:30,0,9,Malad,Lower Parel,35,20,Medium,No,16:30
2021-01-01,17:15,4,1,Borivali,Churchgate,67,42,High,No,16:15
2020-01-17,18:45,4,1,Bandra,Worli,96,45,High,No,17:45
2022-06-08,19:45,2,6,Thane,Kurla,95,49,High,No,18:45
2021-04-05,16:15,0,4,Kandivali,Goregaon,50,9,Medium,No,16:15
2022-03-17,10:45,3,3,Kandivali,Goregaon,85,29,High,No,09:45
2022-09-21,22:45,2,9,Powai,Andheri,26,13,Medium,No,22:45
2020-08-27,13:15,3,8,Thane,Kurla,46,6,Medium,No,13:15
2021-04-02,07:15,4,4,Powai,Andheri,32,17,Medium,No,07:15
2021-12-10,18:15,4,12,Borivali,Churchgate,84,27,High,No,17:15
2020-01-09,10:30,3,1,Dadar,Nariman Point,45,37,High,No,09:30
2022-02-07,14:00,0,2,Dadar,Nariman Point,30,8,Medium,No,14:00
2022-05-06,13:15,4,5,Borivali,Churchgate,34,15,Medium,No,13:15
2020-04-28,08:00,1,4,Borivali,Churchgate,89,36,Very High,No,07:00
2020-11-01,15:00,6,11,Andheri,BKC,16,4,Low,No,15:00
2020-05-30,04:30,5,5,Navi Mumbai,CST,14,1,Low,No,04:30
2020-11-08,02:00,6,11,Bandra,Worli,19,2,Low,No,02:00
2020-07-24,05:15,4,7,Andheri,BKC,41,12,Low,No,05:15
2020-10-25,08:45,6,10,Malad,Lower Parel,52,22,Low,No,08:45
2021-07-13,03:00,1,7,Powai,Andheri,37,4,Low,Yes,03:00
2021-02-17,23:00,2,2,Borivali,Churchgate,45,11,Low,No,23:00
2021-07-18,14:15,6,7,Dadar,Nariman Point,21,12,Low,No,14:15
2021-06-27,21:45,6,6,Dadar,Nariman Point,33,10,Low,Yes,21:45
2022-01-12,01:00,2,1,Malad,Lower Parel,18,0,Low,No,01:00
2021-04-22,02:15,3,4,Navi Mumbai,CST,29,0,Low,No,02:15
2021-10-09,00:30,5,10,Vasai,Virar,23,3,Low,No,00:30
2022-06-06,15:30,0,6,Andheri,BKC,46,21,Medium,Yes,15:30
2020-11-24,06:30,1,11,Andheri,BKC,22,16,Low,No,06:30
2022-04-28,15:30,3,4,Andheri,BKC,23,13,Low,No,15:30
2022-08-10,08:45,2,8,Andheri,BKC,84,60,High,Yes,07:45
2021-09-20,11:15,0,9,Borivali,Churchgate,43,11,Low,No,11:15
2022-03-13,02:45,6,3,Kandivali,Goregaon,12,0,Low,No,02:45
2021-11-16,12:15,1,11,Vasai,Virar,42,5,Medium,No,12:15
2022-05-22,13:15,6,5,Kandivali,Goregaon,22,3,Medium,No,13:15
2020-01-09,19:00,3,1,Kandivali,Goregaon,127,63,High,Yes,18:00
2021-05-11,23:00,1,5,Powai,Andheri,44,8,Medium,No,23:00
2020-08-19,02:00,2,8,Dadar,Nariman Point,18,2,Low,No,02:00
2022-09-03,14:00,5,9,Dadar,Nariman Point,23,3,Medium,No,14:00
2020-03-18,10:45,2,3,Powai,Andheri,48,24,Very High,No,09:45
2020-06-25,19:45,3,6,Powai,Andheri,56,37,Very High,No,18:45
2021-09-29,18:45,2,9,Malad,Lower Parel,104,45,Very High,Yes,17:45
2021-02-09,22:00,1,2,Thane,Kurla,27,6,Medium,No,22:00
2020-08-16,21:30,6,8,Navi Mumbai,CST,23,4,Medium,Yes,21:30
2022-01-11,10:15,1,1,Thane,Kurla,80,52,Very High,Yes,09:15
2022-01-23,05:30,6,1,Vasai,Virar,30,3,Medium,No,05:30
2022-06-15,13:00,2,6,Dadar,Nariman Point,21,5,Medium,No,13:00
2021-09-01,17:15,2,9,Andheri,BKC,94,39,High,No,16:15
2022-07-27,14:15,2,7,Borivali,Churchgate,25,6,Medium,No,14:15
2020-01-02,07:00,3,1,Navi Mumbai,CST,38,16,Medium,No,07:00
2020-02-19,12:15,2,2,Kandivali,Goregaon,57,22,Medium,Yes,12:15
2020-01-12,16:30,6,1,Thane,Kurla,20,11,Medium,No,16:30
2022-02-23,08:15,2,2,Powai,Andheri,76,45,High,No,07:15
2021-04-02,17:00,4,4,Malad,Lower Parel,101,48,Very High,Yes,16:00
2020-07-22,17:30,2,7,Malad,Lower Parel,83,25,High,No,16:30
2020-02-19,23:00,2,2,Navi Mumbai,CST,43,16,Low,No,23:00
2022-05-27,19:45,4,5,Kandivali,Goregaon,58,37,Very High,No,18:45
2022-01-28,12:45,4,1,Navi Mumbai,CST,42,13,Medium,No,12:45
2020-10-03,10:30,5,10,Andheri,BKC,68,19,Low,No,10:30
2020-10-19,09:15,0,10,Bandra,Worli,58,28,Very High,No,08:15
2020-09-27,03:45,6,9,Borivali,Churchgate,20,3,Low,Yes,03:45
2021-04-27,21:45,1,4,Borivali,Churchgate,22,11,Medium,No,21:45
2021-12-01,03:45,2,12,Navi Mumbai,CST,23,0,Low,No,03:45
2021-04-03,08:15,5,4,Malad,Lower Parel,57,21,High,No,07:15
2020-08-26,15:45,2,8,Vasai,Virar,36,16,Medium,No,15:45
2020-12-25,03:30,4,12,Vasai,Virar,19,5,Low,No,03:30
2020-01-16,16:30,3,1,Dadar,Nariman Point,32,11,Low,No,16:30
2020-02-09,05:30,6,2,Malad,Lower Parel,24,11,Medium,No,05:30
2020-12-14,11:30,0,12,Vasai,Virar,20,16,Medium,No,11:30
2020-12-30,23:30,2,12,Navi Mumbai,CST,36,19,Low,Yes,23:30
2022-08-29,00:15,0,8,Thane,Kurla,27,2,Low,No,00:15
2020-05-02,17:30,5,5,Andheri,BKC,68,23,High,No,16:30
2022-01-01,03:15,5,1,Thane,Kurla,15,1,Low,No,03:15
2021-09-02,15:30,3,9,Thane,Kurla,32,5,Medium,No,15:30
2020-11-07,01:30,5,11,Powai,Andheri,18,2,Low,No,01:30
2022-03-02,16:15,2,3,Borivali,Churchgate,26,6,Low,No,16:15
2021-02-21,08:00,6,2,Bandra,Worli,48,22,Low,No,08:00
2021-12-20,14:45,0,12,Vasai,Virar,38,9,Medium,No,14:45
2020-05-10,19:30,6,5,Kandivali,Goregaon,71,25,High,No,18:30
2020-03-28,17:00,5,3,Bandra,Worli,60,24,High,No,16:00
2022-03-28,05:30,0,3,Powai,Andheri,43,6,Low,No,05:30
2021-04-22,13:30,3,4,Malad,Lower Parel,58,19,Medium,Yes,13:30
2022-03-15,18:00,1,3,Dadar,Nariman Point,89,43,Very High,No,17:00
2020-09-16,05:15,2,9,Malad,Lower Parel,27,7,Medium,Yes,05:15
2020-01-25,07:30,5,1,Thane,Kurla,35,10,Low,Yes,07:30
2022-08-31,10:00,2,8,Kandivali,Goregaon,83,58,Very High,Yes,09:00
2021-05-18,23:00,1,5,Vasai,Virar,40,10,Medium,No,23:00
2021-01-14,11:00,3,1,Dadar,Nariman Point,39,16,Medium,No,11:00
2020-04-15,08:00,2,4,Borivali,Churchgate,70,32,High,No,07:00
2022-03-25,18:45,4,3,Bandra,Worli,88,29,High,No,17:45
2020-09-04,19:15,4,9,Vasai,Virar,59,48,Very High,No,18:15
2022-01-30,23:00,6,1,Kandivali,Goregaon,32,5,Medium,No,23:00
2020-05-25,16:15,0,5,Vasai,Virar,50,8,Low,No,16:15
2021-11-05,06:30,4,11,Borivali,Churchgate,39,11,Low,No,06:30
2021-08-22,16:30,6,8,Bandra,Worli,37,7,Medium,No,16:30
2020-01-01,20:00,2,1,Powai,Andheri,68,37,Very High,No,19:00
2020-05-04,19:00,0,5,Dadar,Nariman Point,52,34,Very High,No,18:00
2022-06-08,20:00,2,6,Borivali,Churchgate,86,31,Very High,No,19:00
2021-11-11,18:00,3,11,Powai,Andheri,60,50,Very High,No,17:00
2020-10-06,02:45,1,10,Kandivali,Goregaon,30,4,Low,No,02:45
2020-02-16,11:15,6,2,Vasai,Virar,17,3,Medium,No,11:15
2021-07-15,16:30,3,7,Kandivali,Goregaon,36,21,Medium,Yes,16:30
2020-08-13,13:00,3,8,Dadar,Nariman Point,62,22,Medium,Yes,13:00
2022-01-10,12:00,0,1,Andheri,BKC,54,27,Medium,Yes,12:00
2021-03-26,08:15,4,3,Dadar,Nariman Point,89,30,High,No,07:15
2021-09-11,03:00,5,9,Borivali,Churchgate,15,3,Low,No,03:00
2020-10-24,11:45,5,10,Malad,Lower Parel,21,12,Medium,No,11:45
2020-05-28,10:00,3,5,Dadar,Nariman Point,53,43,Very High,No,09:00
2020-02-01,20:15,5,2,Kandivali,Goregaon,54,30,High,No,19:15
2020-12-10,06:15,3,12,Thane,Kurla,39,14,Medium,No,06:15
2022-07-04,04:30,0,7,Vasai,Virar,21,1,Low,No,04:30
2021-12-25,12:30,5,12,Bandra,Worli,16,7,Medium,No,12:30
2021-01-02,04:00,5,1,Powai,Andheri,15,0,Low,No,04:00
2020-12-01,03:00,1,12,Thane,Kurla,16,1,Low,No,03:00
2020-09-25,12:00,4,9,Malad,Lower Parel,35,12,Low,Yes,12:00
