parking_lot_name,area,total_capacity,occupied_spots,available_spots,occupancy_percentage,date,time,latitude,longitude,price_per_hour,status
Andheri Metro Parking,Andheri,200,85,115,42.6,2021-08-20,21:45,19.11951856401466,72.84833696841672,30,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2021-12-11,18:00,19.15459702357385,72.84952571728725,30,Limited
Andheri Metro Parking,Andheri,200,156,44,78.3,2020-12-31,13:00,19.120408713335447,72.84698174200547,20,Available
Thane Station Parking,Thane,300,126,174,42.2,2021-07-12,08:00,19.185621875525424,72.97108740736707,40,Available
Dadar Station Parking,Dadar,250,171,79,68.6,2020-02-03,13:30,19.017198482256028,72.84858896136045,30,Available
Andheri Metro Parking,Andheri,200,178,22,89.1,2021-08-21,11:15,19.118883592618577,72.84722587108992,20,Available
Thane Station Parking,Thane,300,28,272,9.5,2020-03-20,04:15,19.186570788381523,72.97035864079521,80,Available
Inorbit Mall Parking,Malad,700,94,606,13.5,2021-08-08,05:15,19.17202029870306,72.84879888527561,40,Available
BKC Parking Complex,BKC,500,392,108,78.5,2022-03-13,12:45,19.06016619450183,72.86483508945733,60,Available
Inorbit Mall Parking,Malad,700,104,596,14.9,2021-08-05,02:15,19.17175402643251,72.84800269351038,40,Available
Infiniti Mall Parking,Andheri,450,334,116,74.4,2022-06-16,10:45,19.137422130625975,72.82956000441179,50,Available
Andheri Metro Parking,Andheri,200,167,33,83.9,2022-02-09,15:15,19.119108774116818,72.84886835740194,20,Available
R City Mall Parking,Ghatkopar,550,487,63,88.6,2020-11-21,19:15,19.085566587002802,72.90882993781949,30,Available
Dadar Station Parking,Dadar,250,221,29,88.8,2020-03-14,11:30,19.018007932125737,72.84851976649357,60,Available
Thane Station Parking,Thane,300,172,128,57.6,2020-11-23,07:45,19.185588329828335,72.96963024243003,50,Available
Oberoi Mall Parking,Goregaon,600,472,128,78.7,2021-01-29,14:00,19.155197135153138,72.84875395127418,40,Available
Dadar Station Parking,Dadar,250,150,100,60.2,2020-08-26,23:15,19.018379565177103,72.84763081629546,80,Available
Dadar Station Parking,Dadar,250,33,217,13.6,2021-12-11,05:45,19.01855728941603,72.8475080312251,40,Available
Seawoods Grand Central,Navi Mumbai,400,201,199,50.3,2020-04-11,06:15,19.019267190894567,73.01623586342176,30,Available
Dadar Station Parking,Dadar,250,28,222,11.3,2021-01-03,04:00,19.01716930044757,72.84754210980556,40,Available
Inorbit Mall Parking,Malad,700,626,74,89.5,2020-09-28,11:45,19.172843819596785,72.84886558349567,60,Available
Thane Station Parking,Thane,300,291,9,97.3,2021-06-27,18:15,19.18565809305603,72.9704288960329,30,Limited
Inorbit Mall Parking,Malad,700,576,124,82.4,2021-01-27,19:00,19.17177347525485,72.84888662510183,20,Available
R City Mall Parking,Ghatkopar,550,415,135,75.6,2022-07-13,14:30,19.08623354026392,72.9082765348564,60,Available
Dadar Station Parking,Dadar,250,210,40,84.1,2021-08-12,11:15,19.018454058577245,72.84773054385992,20,Available
Inorbit Mall Parking,Malad,700,264,436,37.8,2022-06-01,09:45,19.17199018405936,72.84836275449871,30,Available
Dadar Station Parking,Dadar,250,217,33,87.2,2020-08-25,15:45,19.017685025469795,72.84838199917624,50,Available
R City Mall Parking,Ghatkopar,550,266,284,48.4,2022-01-28,08:15,19.08497417697052,72.90901796860797,20,Available
Seawoods Grand Central,Navi Mumbai,400,237,163,59.4,2020-07-04,16:00,19.020069331576927,73.01634393531289,50,Available
Dadar Station Parking,Dadar,250,86,164,34.4,2022-04-01,16:15,19.01830094783531,72.84781326079359,50,Available
R City Mall Parking,Ghatkopar,550,60,490,10.9,2020-11-21,01:45,19.085325829910687,72.90843831852936,80,Available
Thane Station Parking,Thane,300,118,182,39.7,2022-01-07,22:30,19.185738861054038,72.97064230171873,20,Available
R City Mall Parking,Ghatkopar,550,82,468,15.0,2021-10-22,05:00,19.084660154907432,72.90804747192439,30,Available
Dadar Station Parking,Dadar,250,229,21,91.7,2020-06-02,12:45,19.018589591208606,72.84693064095697,50,Available
Seawoods Grand Central,Navi Mumbai,400,33,367,8.5,2021-12-04,02:45,19.020083476459995,73.0169057687995,40,Available
Thane Station Parking,Thane,300,272,28,90.7,2021-01-02,15:00,19.186820302061815,72.97050880247583,60,Available
Dadar Station Parking,Dadar,250,133,117,53.3,2022-08-14,07:30,19.01767302309572,72.84848002056317,80,Available
Infiniti Mall Parking,Andheri,450,298,152,66.4,2021-01-26,11:45,19.135872680461432,72.83009349529978,50,Available
BKC Parking Complex,BKC,500,238,262,47.6,2022-01-04,16:45,19.0597973349062,72.86467856589225,20,Available
Dadar Station Parking,Dadar,250,102,148,40.9,2020-03-19,09:00,19.017762071858147,72.84808002708496,80,Available
Seawoods Grand Central,Navi Mumbai,400,238,162,59.7,2022-01-28,16:45,19.02045090761714,73.01676697913149,30,Available
Dadar Station Parking,Dadar,250,243,7,97.3,2022-01-21,17:45,19.017012736596843,72.84716589601318,40,Limited
Seawoods Grand Central,Navi Mumbai,400,184,216,46.0,2020-12-20,16:30,19.019792559795512,73.01756549193446,40,Available
Dadar Station Parking,Dadar,250,26,224,10.7,2021-08-01,04:00,19.016959150997877,72.84857040423312,50,Available
Phoenix Palladium Parking,Lower Parel,800,615,185,77.0,2022-09-21,17:15,18.99269594864296,72.82704202598141,60,Available
Infiniti Mall Parking,Andheri,450,437,13,97.3,2020-04-18,11:15,19.137177906216827,72.82906898884283,30,Available
Infiniti Mall Parking,Andheri,450,149,301,33.2,2021-08-10,21:30,19.13589429006231,72.82922431815628,20,Available
Thane Station Parking,Thane,300,165,135,55.0,2021-05-17,09:00,19.186889230181798,72.97032874235045,20,Available
Seawoods Grand Central,Navi Mumbai,400,128,272,32.0,2020-08-04,07:30,19.01892229305554,73.01623391132347,20,Available
Thane Station Parking,Thane,300,195,105,65.1,2021-02-22,13:45,19.186014255444913,72.97150198392941,50,Available
Inorbit Mall Parking,Malad,700,305,395,43.7,2020-07-28,06:15,19.172455682173602,72.84835746558403,50,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2022-01-08,18:00,19.154377238275973,72.84885799960894,20,Limited
R City Mall Parking,Ghatkopar,550,13,537,2.5,2020-08-05,05:15,19.085904476819433,72.9090865895139,60,Available
Oberoi Mall Parking,Goregaon,600,292,308,48.7,2022-09-25,16:30,19.153593133943943,72.84926704270775,40,Available
Thane Station Parking,Thane,300,7,293,2.6,2021-08-21,00:45,19.18689576627722,72.9703197226476,40,Available
Phoenix Palladium Parking,Lower Parel,800,395,405,49.5,2021-03-17,21:30,18.994092407952547,72.82738171322328,30,Available
Seawoods Grand Central,Navi Mumbai,400,26,374,6.7,2020-07-29,00:45,19.01963528756958,73.01758451078229,20,Available
Seawoods Grand Central,Navi Mumbai,400,55,345,14.0,2022-03-19,03:30,19.020390001363765,73.01597818010285,40,Available
Phoenix Palladium Parking,Lower Parel,800,596,204,74.6,2020-03-07,06:45,18.993737496860952,72.82651470147793,30,Available
Andheri Metro Parking,Andheri,200,96,104,48.3,2022-02-04,16:00,19.1195614554823,72.84722796566606,80,Available
Thane Station Parking,Thane,300,17,283,5.7,2022-09-12,00:00,19.186214554523065,72.96985484329788,20,Available
Infiniti Mall Parking,Andheri,450,271,179,60.3,2021-05-07,09:45,19.136923381076727,72.82975338865687,50,Available
Seawoods Grand Central,Navi Mumbai,400,361,39,90.3,2020-07-25,12:30,19.02056203601129,73.01596855660172,40,Available
Seawoods Grand Central,Navi Mumbai,400,212,188,53.1,2022-02-05,22:00,19.01978550635456,73.01761454585697,80,Available
R City Mall Parking,Ghatkopar,550,28,522,5.2,2021-12-01,02:30,19.085524725834482,72.9087398746179,80,Available
Inorbit Mall Parking,Malad,700,356,344,50.9,2021-12-16,06:45,19.171628240713982,72.84721624513331,40,Available
BKC Parking Complex,BKC,500,38,462,7.7,2022-05-10,02:00,19.059419932537022,72.86531422437719,60,Available
R City Mall Parking,Ghatkopar,550,28,522,5.1,2022-03-24,01:30,19.08601773577692,72.90887446903307,30,Available
Dadar Station Parking,Dadar,250,21,229,8.6,2022-04-19,03:15,19.01859349095241,72.84760996877363,40,Available
BKC Parking Complex,BKC,500,463,37,92.8,2020-05-15,11:00,19.058687904240447,72.86626693612506,30,Available
Infiniti Mall Parking,Andheri,450,248,202,55.3,2020-02-01,23:30,19.137420460272995,72.82918963726401,60,Available
Seawoods Grand Central,Navi Mumbai,400,329,71,82.3,2020-06-05,19:45,19.01983929695862,73.01727109989675,60,Available
Phoenix Palladium Parking,Lower Parel,800,422,378,52.8,2020-01-07,21:00,18.99312868574542,72.82647624912669,40,Available
BKC Parking Complex,BKC,500,37,463,7.5,2022-07-29,03:45,19.06043104531015,72.86493642887483,80,Available
Phoenix Palladium Parking,Lower Parel,800,426,374,53.3,2021-11-27,07:15,18.99368476341529,72.82686339490964,80,Available
Inorbit Mall Parking,Malad,700,693,7,99.0,2021-01-24,18:30,19.172174391326802,72.84869818906397,50,Limited
R City Mall Parking,Ghatkopar,550,496,54,90.3,2022-07-25,18:30,19.08578114937478,72.90863161661794,20,Available
Andheri Metro Parking,Andheri,200,13,187,6.9,2022-04-22,01:15,19.119642845653686,72.84751982908743,40,Available
Inorbit Mall Parking,Malad,700,88,612,12.6,2021-03-08,04:45,19.172713017848547,72.84827019767413,40,Available
Infiniti Mall Parking,Andheri,450,242,208,53.9,2022-08-15,09:30,19.136261233117803,72.83000954976666,80,Available
Dadar Station Parking,Dadar,250,108,142,43.2,2021-09-10,08:00,19.017052271129362,72.84736564307285,60,Available
Inorbit Mall Parking,Malad,700,247,453,35.4,2022-01-28,22:30,19.172192199052233,72.84797596402085,80,Available
R City Mall Parking,Ghatkopar,550,415,135,75.6,2020-07-20,19:15,19.085323130877708,72.90785838259242,30,Available
BKC Parking Complex,BKC,500,349,151,70.0,2021-09-19,22:30,19.059158864022937,72.86585852776408,50,Available
Oberoi Mall Parking,Goregaon,600,361,239,60.2,2022-08-16,21:00,19.1537097577424,72.84826849802113,30,Available
R City Mall Parking,Ghatkopar,550,66,484,12.1,2020-03-21,01:30,19.08532622223399,72.90715510089852,20,Available
Seawoods Grand Central,Navi Mumbai,400,221,179,55.4,2022-09-15,08:45,19.01937711779311,73.01759872055254,50,Available
Thane Station Parking,Thane,300,238,62,79.5,2021-11-15,12:15,19.185975635683345,72.97136556588633,60,Available
R City Mall Parking,Ghatkopar,550,76,474,13.9,2022-03-14,02:30,19.084946406924065,72.90769909668296,80,Available
R City Mall Parking,Ghatkopar,550,511,39,93.0,2021-02-24,12:15,19.085058852189437,72.90766050638167,80,Available
Andheri Metro Parking,Andheri,200,145,55,72.5,2020-12-27,06:30,19.12015969292584,72.84734073205038,50,Available
Phoenix Palladium Parking,Lower Parel,800,792,8,99.0,2020-07-26,11:45,18.9942966098974,72.82670049170632,50,Limited
Inorbit Mall Parking,Malad,700,273,427,39.1,2022-07-21,08:15,19.172725067850113,72.84827699816216,40,Available
Seawoods Grand Central,Navi Mumbai,400,395,5,98.9,2021-08-29,11:15,19.019222208849726,73.01725685013457,30,Limited
Seawoods Grand Central,Navi Mumbai,400,56,344,14.1,2022-01-13,02:30,19.01955366349721,73.01741285429598,30,Available
Infiniti Mall Parking,Andheri,450,54,396,12.1,2021-08-02,05:15,19.136869798073874,72.82897970361394,50,Available
Oberoi Mall Parking,Goregaon,600,431,169,71.9,2020-11-08,23:45,19.153721553400484,72.84929199061112,50,Available
Inorbit Mall Parking,Malad,700,633,67,90.6,2021-01-28,14:00,19.173030454141816,72.8488901650233,80,Available
R City Mall Parking,Ghatkopar,550,433,117,78.8,2022-04-23,14:15,19.085764998533698,72.90848542992046,20,Available
R City Mall Parking,Ghatkopar,550,366,184,66.6,2021-08-21,08:30,19.08552410950489,72.90796568489296,60,Available
Infiniti Mall Parking,Andheri,450,367,83,81.7,2022-07-07,20:00,19.13688396683103,72.82861242228635,50,Available
BKC Parking Complex,BKC,500,440,60,88.1,2020-11-04,11:00,19.059574648838783,72.86518808822808,80,Available
Andheri Metro Parking,Andheri,200,159,41,80.0,2020-05-27,18:15,19.118736732874265,72.84731446625169,20,Available
Infiniti Mall Parking,Andheri,450,42,408,9.5,2020-04-23,04:00,19.135730003894096,72.8290883654834,40,Available
Dadar Station Parking,Dadar,250,230,20,92.0,2020-04-02,17:45,19.018643217238452,72.84781581606197,50,Available
Thane Station Parking,Thane,300,11,289,4.0,2022-07-28,02:00,19.18714918339373,72.97157114177242,50,Available
Seawoods Grand Central,Navi Mumbai,400,13,387,3.3,2020-03-31,03:15,19.01927112990054,73.01746642526025,30,Available
Thane Station Parking,Thane,300,31,269,10.5,2020-06-22,02:15,19.186122408228762,72.97050822358021,80,Available
Inorbit Mall Parking,Malad,700,391,309,55.9,2022-08-12,22:00,19.17266469028975,72.84791976574564,80,Available
Oberoi Mall Parking,Goregaon,600,301,299,50.3,2021-10-01,21:30,19.154072515520983,72.84829600380354,80,Available
Thane Station Parking,Thane,300,180,120,60.0,2020-01-25,07:00,19.186263287559445,72.97079801232593,60,Available
Infiniti Mall Parking,Andheri,450,337,113,75.1,2021-06-05,15:00,19.136893442068846,72.82979030355432,50,Available
Infiniti Mall Parking,Andheri,450,265,185,59.1,2022-09-02,16:45,19.136929478948975,72.83051088564214,40,Available
Dadar Station Parking,Dadar,250,104,146,41.7,2020-09-17,22:15,19.01790328430358,72.84693217115343,60,Available
Infiniti Mall Parking,Andheri,450,445,5,99.0,2020-10-11,18:30,19.135966637769414,72.82870727333811,50,Limited
Infiniti Mall Parking,Andheri,450,236,214,52.5,2021-04-16,09:45,19.136810205405972,72.83058263956366,30,Available
Infiniti Mall Parking,Andheri,450,337,113,75.0,2020-08-07,11:15,19.136945027102534,72.8288958324495,20,Available
Oberoi Mall Parking,Goregaon,600,262,338,43.8,2021-05-24,06:30,19.153599156975325,72.84901962978829,40,Available
Thane Station Parking,Thane,300,234,66,78.1,2021-09-05,10:30,19.186449180011717,72.97035336965708,50,Available
Phoenix Palladium Parking,Lower Parel,800,26,774,3.3,2022-08-27,01:15,18.99283195139058,72.82596616336299,30,Available
Inorbit Mall Parking,Malad,700,534,166,76.3,2021-06-18,12:45,19.172221993493288,72.84884111415487,30,Available
Thane Station Parking,Thane,300,194,106,64.9,2020-08-22,16:00,19.185662989411632,72.96964371332902,30,Available
Infiniti Mall Parking,Andheri,450,64,386,14.2,2020-12-05,03:30,19.136901364704883,72.83031101610155,80,Available
BKC Parking Complex,BKC,500,284,216,56.8,2022-02-08,08:30,19.058985089406363,72.8662041422903,50,Available
Andheri Metro Parking,Andheri,200,73,127,36.6,2021-02-09,08:15,19.11999195147763,72.84755106459231,60,Available
Andheri Metro Parking,Andheri,200,126,74,63.0,2020-12-15,21:15,19.12026058074926,72.84856532770753,40,Available
R City Mall Parking,Ghatkopar,550,386,164,70.3,2022-02-28,10:00,19.085787553773574,72.90901030052751,60,Available
Seawoods Grand Central,Navi Mumbai,400,306,94,76.7,2021-07-20,18:30,19.019202419712798,73.01710836334792,40,Available
Seawoods Grand Central,Navi Mumbai,400,199,201,49.8,2021-10-09,09:00,19.019735312536763,73.01643953060525,40,Available
Oberoi Mall Parking,Goregaon,600,402,198,67.1,2020-02-20,12:30,19.153992107184532,72.8495496624302,50,Available
Oberoi Mall Parking,Goregaon,600,211,389,35.2,2021-03-23,08:45,19.15452940352564,72.84891429019689,30,Available
Infiniti Mall Parking,Andheri,450,211,239,46.9,2020-09-10,21:15,19.13614402191187,72.82885004899342,50,Available
Inorbit Mall Parking,Malad,700,487,213,69.7,2022-08-22,10:15,19.17207996131479,72.84711241838087,40,Available
Dadar Station Parking,Dadar,250,162,88,64.9,2020-10-27,22:45,19.017916682808885,72.84804983946593,80,Available
Phoenix Palladium Parking,Lower Parel,800,99,701,12.4,2022-02-16,04:15,18.993901926753235,72.82704128048952,20,Available
Inorbit Mall Parking,Malad,700,22,678,3.2,2022-03-22,01:15,19.172730218614806,72.847021189747,30,Available
Andheri Metro Parking,Andheri,200,113,87,56.8,2022-06-26,09:00,19.1205490416391,72.84777609050022,40,Available
Phoenix Palladium Parking,Lower Parel,800,731,69,91.5,2020-05-28,17:45,18.994257453532207,72.82658202665196,40,Available
BKC Parking Complex,BKC,500,412,88,82.6,2021-12-02,10:45,19.059166891392916,72.8657142401059,20,Available
Inorbit Mall Parking,Malad,700,693,7,99.0,2022-03-06,11:00,19.171517404817514,72.84730169537451,60,Limited
BKC Parking Complex,BKC,500,388,112,77.6,2021-04-28,15:15,19.058826311058414,72.86546634703835,40,Available
Phoenix Palladium Parking,Lower Parel,800,45,755,5.6,2021-12-16,03:30,18.992808482060987,72.82620642586255,30,Available
Oberoi Mall Parking,Goregaon,600,593,7,99.0,2022-06-23,19:15,19.15481636966993,72.84938959345241,40,Limited
Infiniti Mall Parking,Andheri,450,60,390,13.4,2021-04-18,04:15,19.136773744853983,72.82938892042576,20,Available
Oberoi Mall Parking,Goregaon,600,423,177,70.7,2020-07-07,11:30,19.155216909576776,72.84979576137839,30,Available
Phoenix Palladium Parking,Lower Parel,800,113,687,14.2,2020-01-26,00:30,18.993510986148454,72.82638465282488,50,Available
Oberoi Mall Parking,Goregaon,600,33,567,5.5,2021-09-10,00:00,19.15373886198075,72.84870387810037,60,Available
Inorbit Mall Parking,Malad,700,413,287,59.1,2021-06-21,21:15,19.171685030649236,72.84785525737396,80,Available
BKC Parking Complex,BKC,500,176,324,35.4,2021-07-15,21:45,19.058766082311852,72.86586518161127,40,Available
Phoenix Palladium Parking,Lower Parel,800,726,74,90.8,2020-08-04,13:00,18.993699568256663,72.82714226770061,50,Available
Inorbit Mall Parking,Malad,700,437,263,62.6,2020-03-14,23:30,19.173321792860936,72.84880259810834,50,Available
BKC Parking Complex,BKC,500,227,273,45.6,2021-04-06,09:00,19.06032055549263,72.86542219367004,80,Available
R City Mall Parking,Ghatkopar,550,222,328,40.5,2021-02-21,21:00,19.085443716601453,72.90737737399176,50,Available
Thane Station Parking,Thane,300,278,22,93.0,2021-11-11,15:15,19.186754978676465,72.97103897933196,40,Available
R City Mall Parking,Ghatkopar,550,22,528,4.2,2021-04-28,02:45,19.086020167741008,72.90822515085637,60,Available
Infiniti Mall Parking,Andheri,450,357,93,79.4,2020-12-30,11:00,19.13671202148555,72.82947529686047,50,Available
Phoenix Palladium Parking,Lower Parel,800,792,8,99.0,2021-02-28,13:00,18.993531100130532,72.82591560262618,40,Limited
BKC Parking Complex,BKC,500,204,296,40.9,2022-01-08,08:30,19.060210349874517,72.86447304717942,50,Available
Infiniti Mall Parking,Andheri,450,250,200,55.8,2020-01-12,22:30,19.135585940037426,72.8286516731675,80,Available
BKC Parking Complex,BKC,500,446,54,89.3,2022-01-31,12:00,19.05921388689657,72.86463761819512,60,Available
Phoenix Palladium Parking,Lower Parel,800,428,372,53.5,2022-06-30,23:00,18.9925502107405,72.8258261321823,40,Available
Infiniti Mall Parking,Andheri,450,396,54,88.0,2020-04-29,18:45,19.137294636341682,72.8299800491714,80,Available
BKC Parking Complex,BKC,500,228,272,45.7,2020-07-07,07:30,19.059226050230016,72.86560223496137,50,Available
BKC Parking Complex,BKC,500,355,145,71.2,2021-12-07,11:45,19.05958972099151,72.86590952601578,60,Available
BKC Parking Complex,BKC,500,478,22,95.6,2020-03-19,18:15,19.059037151483825,72.86584167066425,40,Available
Dadar Station Parking,Dadar,250,107,143,42.9,2021-03-05,16:45,19.017392966635413,72.84761514572618,30,Available
Inorbit Mall Parking,Malad,700,338,362,48.4,2020-06-24,06:15,19.172436381832327,72.84767603162484,60,Available
Inorbit Mall Parking,Malad,700,453,247,64.8,2020-11-23,08:45,19.17219294233406,72.84882255430523,60,Available
R City Mall Parking,Ghatkopar,550,51,499,9.4,2021-08-30,04:15,19.085302058449592,72.90844142595289,20,Available
Phoenix Palladium Parking,Lower Parel,800,612,188,76.6,2021-09-17,19:15,18.993257297751203,72.82541276919854,30,Available
Infiniti Mall Parking,Andheri,450,56,394,12.5,2021-05-27,02:15,19.137440419373345,72.8291422299813,60,Available
Thane Station Parking,Thane,300,183,117,61.2,2022-05-19,09:30,19.185381133545697,72.97011937327073,20,Available
Infiniti Mall Parking,Andheri,450,427,23,95.0,2020-02-26,20:45,19.137113091482355,72.82949458580357,40,Available
Inorbit Mall Parking,Malad,700,310,390,44.3,2020-08-31,07:15,19.172746422684764,72.84796640074399,80,Available
BKC Parking Complex,BKC,500,202,298,40.5,2021-02-28,09:00,19.0603700728991,72.86591959914873,20,Available
Phoenix Palladium Parking,Lower Parel,800,590,210,73.8,2022-01-31,10:45,18.993098781348646,72.82585820288043,60,Available
Andheri Metro Parking,Andheri,200,133,67,66.7,2022-08-11,11:15,19.12052256602708,72.84864939210456,20,Available
Phoenix Palladium Parking,Lower Parel,800,535,265,67.0,2022-09-27,11:45,18.992670987671932,72.82710895042682,60,Available
Thane Station Parking,Thane,300,277,23,92.6,2021-02-12,12:15,19.18640380770088,72.97106794897567,20,Available
BKC Parking Complex,BKC,500,284,216,56.9,2020-06-02,07:45,19.05919525051449,72.865826420821,40,Available
BKC Parking Complex,BKC,500,282,218,56.5,2021-04-14,21:00,19.059541470637967,72.86532608210564,80,Available
Andheri Metro Parking,Andheri,200,70,130,35.4,2020-09-13,08:45,19.119979616683008,72.84870444978661,60,Available
Inorbit Mall Parking,Malad,700,87,613,12.5,2021-03-22,03:15,19.17191412041659,72.84880862214555,60,Available
Inorbit Mall Parking,Malad,700,516,184,73.7,2022-02-10,12:45,19.172355401172386,72.84769257303685,20,Available
Inorbit Mall Parking,Malad,700,44,656,6.3,2020-05-17,05:45,19.172609234349125,72.84873605715129,60,Available
Thane Station Parking,Thane,300,224,76,74.9,2022-05-05,10:15,19.185768886290727,72.97149185854404,40,Available
Infiniti Mall Parking,Andheri,450,284,166,63.2,2021-09-01,06:45,19.13561020938543,72.82882856016421,30,Available
Seawoods Grand Central,Navi Mumbai,400,332,68,83.0,2022-05-13,17:00,19.020467284293783,73.01631869455827,30,Available
Oberoi Mall Parking,Goregaon,600,241,359,40.2,2022-06-10,22:15,19.154135546227042,72.85001655654145,30,Available
Oberoi Mall Parking,Goregaon,600,594,6,99.0,2022-07-03,19:30,19.154187029249968,72.84983139275742,80,Limited
Oberoi Mall Parking,Goregaon,600,429,171,71.6,2022-01-03,10:45,19.153888708394508,72.8484694606029,60,Available
Thane Station Parking,Thane,300,8,292,2.9,2020-04-30,01:15,19.186665321498886,72.97145754875231,30,Available
Seawoods Grand Central,Navi Mumbai,400,233,167,58.4,2021-03-15,21:45,19.018930021440298,73.01651718375383,30,Available
BKC Parking Complex,BKC,500,214,286,42.9,2021-01-13,06:00,19.059380240162504,72.86564002106344,40,Available
Infiniti Mall Parking,Andheri,450,225,225,50.2,2020-02-10,08:00,19.136369693149224,72.82995618994231,20,Available
Infiniti Mall Parking,Andheri,450,27,423,6.1,2021-08-10,01:45,19.135585716783822,72.82908900712067,30,Available
Dadar Station Parking,Dadar,250,149,101,59.9,2020-01-21,21:30,19.017723991491923,72.8475926102952,50,Available
Thane Station Parking,Thane,300,44,256,14.8,2021-03-25,04:15,19.185451842398503,72.97069937701247,60,Available
Inorbit Mall Parking,Malad,700,18,682,2.7,2020-06-08,00:45,19.172982519339786,72.84725150290085,40,Available
Seawoods Grand Central,Navi Mumbai,400,389,11,97.4,2021-06-27,19:15,19.01923520107187,73.01785674351495,20,Available
Oberoi Mall Parking,Goregaon,600,29,571,4.9,2022-07-07,04:30,19.153522764764002,72.84981577949596,50,Available
Inorbit Mall Parking,Malad,700,557,143,79.6,2021-04-02,12:45,19.17335937615938,72.848737053131,50,Available
BKC Parking Complex,BKC,500,55,445,11.1,2022-06-28,01:30,19.059116810232183,72.86552504548797,40,Available
Andheri Metro Parking,Andheri,200,153,47,76.5,2021-08-06,17:45,19.11891890925224,72.84817612663417,20,Available
Seawoods Grand Central,Navi Mumbai,400,379,21,94.8,2022-08-04,14:45,19.019298250750925,73.01622890429371,50,Available
Infiniti Mall Parking,Andheri,450,181,269,40.4,2022-03-21,09:30,19.136267433413014,72.83059877093997,40,Available
Inorbit Mall Parking,Malad,700,543,157,77.6,2020-02-27,15:00,19.171873725761547,72.84852122082353,20,Available
Infiniti Mall Parking,Andheri,450,212,238,47.3,2021-07-29,08:30,19.1367879819658,72.82869615467379,20,Available
Inorbit Mall Parking,Malad,700,20,680,3.0,2022-07-09,00:45,19.171785339696225,72.84772466968688,80,Available
Dadar Station Parking,Dadar,250,247,3,99.0,2021-12-04,12:15,19.01737053129371,72.84702721805098,50,Limited
Infiniti Mall Parking,Andheri,450,424,26,94.2,2021-10-20,17:15,19.136055999735923,72.83029459518019,50,Available
Inorbit Mall Parking,Malad,700,297,403,42.5,2022-02-15,16:30,19.17270790544589,72.84873435544061,30,Available
Seawoods Grand Central,Navi Mumbai,400,121,279,30.4,2021-05-18,08:15,19.02051795753244,73.01596029123587,60,Available
Thane Station Parking,Thane,300,272,28,90.8,2022-08-28,13:15,19.18530734472681,72.97110313497862,20,Available
Inorbit Mall Parking,Malad,700,644,56,92.1,2020-07-06,18:00,19.171838643492634,72.84794140254388,30,Available
Thane Station Parking,Thane,300,95,205,31.9,2020-03-17,06:30,19.186327679082822,72.97111413507322,20,Available
Infiniti Mall Parking,Andheri,450,23,427,5.1,2021-05-15,04:15,19.13696363496876,72.82913196581258,50,Available
Infiniti Mall Parking,Andheri,450,332,118,74.0,2022-01-04,14:00,19.136411805040982,72.82891986167007,40,Available
Dadar Station Parking,Dadar,250,243,7,97.3,2022-02-05,20:00,19.01865410194567,72.84808124055098,50,Limited
Oberoi Mall Parking,Goregaon,600,559,41,93.2,2022-08-12,12:15,19.154286160930983,72.85001647862326,80,Available
Inorbit Mall Parking,Malad,700,660,40,94.3,2022-04-21,11:45,19.17173730834438,72.8483457920646,60,Available
Infiniti Mall Parking,Andheri,450,276,174,61.5,2021-06-13,21:00,19.137013774887407,72.82885289570982,50,Available
Infiniti Mall Parking,Andheri,450,369,81,82.1,2021-08-16,19:00,19.136674454201167,72.82951649738872,30,Available
Phoenix Palladium Parking,Lower Parel,800,368,432,46.1,2022-02-23,09:00,18.993439699158095,72.82726577582001,20,Available
BKC Parking Complex,BKC,500,180,320,36.1,2021-08-14,16:45,19.059196250584925,72.86578652437011,60,Available
Seawoods Grand Central,Navi Mumbai,400,302,98,75.5,2020-08-19,13:30,19.019963109780555,73.0163304098659,40,Available
Dadar Station Parking,Dadar,250,228,22,91.3,2022-08-25,14:30,19.01688009886938,72.84840812517612,40,Available
Infiniti Mall Parking,Andheri,450,402,48,89.4,2021-10-20,17:15,19.13736841221057,72.82986885207869,80,Available
R City Mall Parking,Ghatkopar,550,510,40,92.7,2022-01-13,12:45,19.08514044770834,72.90781592815179,20,Available
Andheri Metro Parking,Andheri,200,141,59,70.8,2021-08-18,15:00,19.119468458005674,72.84856367955908,30,Available
Infiniti Mall Parking,Andheri,450,328,122,73.1,2020-03-26,12:30,19.136151053202106,72.830475931539,40,Available
Andheri Metro Parking,Andheri,200,185,15,92.7,2021-12-23,18:15,19.11891424370387,72.84847942529471,40,Available
R City Mall Parking,Ghatkopar,550,544,6,99.0,2021-10-23,15:00,19.084705735131113,72.90900881906104,50,Limited
Oberoi Mall Parking,Goregaon,600,200,400,33.4,2021-03-11,07:15,19.154920017433014,72.84916543282162,30,Available
Andheri Metro Parking,Andheri,200,168,32,84.3,2021-04-30,20:00,19.120230541570518,72.84826062103929,20,Available
R City Mall Parking,Ghatkopar,550,261,289,47.5,2020-10-02,23:00,19.08634653612152,72.90712304651254,80,Available
Oberoi Mall Parking,Goregaon,600,458,142,76.4,2020-04-17,13:45,19.15366058504027,72.85003142628126,30,Available
Dadar Station Parking,Dadar,250,142,108,57.1,2022-05-11,09:00,19.018023338735116,72.84778249966716,40,Available
